A0A,47.505914,-53.104402123456794
A0B,47.537768317460326,-53.63291652380953
A0C,48.411272621621606,-53.7613184054054
A0E,47.44599308510638,-54.92995502127658
A0G,49.18165621794873,-54.36171985897434
A0H,48.26353693333332,-55.83535026666666
A0J,49.468952166666675,-55.76911177777779
A0K,50.54149909523814,-56.60709281904765
A0L,49.12514482352941,-57.820124647058826
A0M,47.7601,-58.285889533333325
A0N,48.17095996969698,-58.568156242424244
A0P,54.3365643125,-60.21070118749999
A0R,53.561492199999996,-66.3702346
A1A,47.595886329670314,-52.71035066733272
A1B,47.56965891035355,-52.74286944823238
A1C,47.563795605128135,-52.715441932307975
A1E,47.53975948178139,-52.748244367408944
A1G,47.51010335714287,-52.756933368131854
A1H,47.49597622619048,-52.815722964285726
A1J,47.476093,-52.783779
A1K,47.65146833734937,-52.723039493975875
A1L,47.537199183139556,-52.876483434593105
A1M,47.601156922465314,-52.84861629622272
A1N,47.52657444444444,-52.80871559259259
a1n,47.528227,-52.901574
A1N,47.516585408977505,-52.80909109476309
A1P,47.50131,-52.801708
A1S,47.45460552592593,-52.76978202962963
A1T,47.663141,-52.738614
A1V,48.960816437325946,-54.61333651810585
A1W,47.5215532468694,-52.9425729338104
A1X,47.49383481198005,-53.0119925823627
A1Y,47.735835827586214,-53.227654793103454
A1Z,47.571504,-52.714466
A2A,48.92977042782149,-55.63302028346455
A2B,48.936296913580236,-55.62886201234568
A2E,45.323776,-75.704469
A2H,48.95100944827582,-57.95386563711014
A2L,47.56871,-52.898365
A2N,48.551590858974336,-58.58808366483511
A2V,52.939478122077865,-66.92095007012986
A2X,47.493708,-53.026312
A3A,45.97086,-66.635828
A3B,47.565554,-52.737888
A3C,49.884374,-97.142715
A3W,47.538364,-52.920413
A4H,50.632391,-57.270619
A4N,44.342145,-79.703438
A5A,48.15517517187503,-53.98774367812498
A7K,44.244022,-76.481735
A8A,49.20187365046295,-57.43155515277768
A8B,47.541723,-52.799507
A8L,48.949432,-57.947465
A9A,46.150738000000004,-64.718553
A9G,48.790957,-54.212583
A9J,49.506592,-56.052526
A9K,51.548506,-55.479763
A9S,44.276269,-76.714271
A9W,50.011248,-125.248199
B0A,46.16578899999999,-59.86721149999999
B0B,44.8570345,-64.21194249999999
B0C,46.668982066666665,-60.418212533333325
B0E,46.02109757894737,-61.097074614035094
B0G,48.06678133333333,-93.41917333333333
B0H,45.447945545454544,-61.63107936363636
B0J,44.65680844827587,-63.49228753448277
B0K,45.61024373529411,-62.90287973529412
B0L,45.75644762500001,-64.22749449999999
B0M,45.50378567999999,-63.97322867999999
B0N,45.054152374999994,-63.64342060000003
B0P,45.03043766666666,-64.61844148148147
B0R,44.498891199999996,-64.6481768
B0S,44.726483476190474,-65.29917471428571
B0T,44.02237386363636,-65.03825413636365
B0V,44.50203809090909,-65.97144736363636
B0W,43.86308584126984,-65.85909895238093
B0X,45.051396499999996,-63.796863
B0Y,43.769164,-65.318759
B1A,46.19469833642259,-59.959608650602426
B1B,46.11660756976746,-59.972205872093056
B1C,45.95554395075756,-59.976347310606016
B1E,46.1844753974359,-60.0152761153846
B1G,46.21025271698117,-60.019042163522045
B1H,46.24318625930233,-60.09042470697676
B1J,45.94219996347041,-60.48202271689498
B1K,45.96207287326733,-60.15891627722767
B1L,46.07565939344262,-60.265456442622934
B1M,46.0967094137931,-60.12380186206896
B1N,46.163458931350114,-60.181961356979464
B1P,46.13617690455346,-60.17901981698768
B1R,46.12713547583645,-60.227244141263924
B1S,46.1145675184502,-60.205376330258304
B1T,45.97840868907564,-60.683033310924365
B1V,46.23987242543858,-60.22868769956142
B1W,45.952067851851865,-60.61435548148149
B1X,46.224680106383005,-60.465606547872305
B1Y,46.23831048708483,-60.318982885608804
B2A,46.1832360558659,-60.28401421787711
B2B,44.6916206,-63.58393120000001
B2C,45.95685896428571,-60.90122144642857
B2E,45.72048605405406,-60.71296472972974
B2G,45.62000058208959,-62.008481415422885
B2H,45.587711933191954,-62.6461957359492
B2J,45.585992354838694,-60.82244791935486
B2K,44.6661922,-63.5617688
B2L,44.803162,-63.532521
B2M,45.09176624999999,-63.308768
B2N,45.359477323554806,-63.27776016479725
B2P,49.158871,-121.958566
B2R,44.76597471666665,-63.57920937222225
B2S,45.009442552572686,-63.51529057718122
B2T,44.85835483749998,-63.592543408333356
B2V,44.661952257879655,-63.490726899713444
B2W,44.67885128585368,-63.51197672195121
B2X,44.6981187246094,-63.54228358789062
B2Y,44.669108670000014,-63.55385585999989
B2Z,44.69664355072465,-63.47785137681159
B3A,44.67874873705715,-63.57845050953672
B3B,44.70459369548871,-63.592297586466145
B3E,44.732914991452986,-63.348797085470075
B3G,44.61653093749996,-63.472839914772706
B3H,44.63877667799113,-63.58896735302805
B3J,44.64759453076926,-63.585990048076646
B3K,44.65839423809524,-63.598977904761895
B3k,44.66713,-63.597478
B3K,44.658429065946,-63.605963055135
B3L,44.64911226382976,-63.61356677588647
B3M,44.672418241192425,-63.65641719105679
B3N,44.645412857758615,-63.628647103448294
B3P,44.623105575144464,-63.60848890751441
B3R,44.601277003533596,-63.60978275618372
B3S,44.65624773619633,-63.66646825153376
B3T,44.593668183823574,-63.730207522058826
B3V,44.5319181459854,-63.594425248175156
B3W,44.67334666666667,-63.52051266666667
B3X,45.544433600000005,-75.5602318
B3Y,45.6937396,-70.284696
B3Z,44.64600413103446,-63.88362723724138
B4A,44.725700622526645,-63.668800945205504
B4B,44.73450962650604,-63.74824042168674
B4C,44.76963871906355,-63.67506220401338
B4E,44.788026643749966,-63.70605053333334
B4G,44.83515886956523,-63.680919231884005
B4H,45.829318853963784,-64.20575187760777
B4J,44.64141,-63.572166
B4K,44.63608,-63.571418
B4L,44.653955,-63.603124
B4M,44.668418,-63.591024
B4N,45.07461809845787,-64.4798008185054
B4P,45.08545523028393,-64.3562493690852
B4R,45.06300663333334,-64.58240363333331
B4V,44.37612013126191,-64.55444892644242
B4W,44.679927,-63.478953
B4X,45.0933675,-64.356499
B4Y,44.648721,-63.545576
B4Z,44.705216,-63.856852
B5A,43.840857900568224,-66.1134998607955
B5B,49.281621,-122.989663
B5N,44.635694,-63.63423
B5W,44.669381,-63.542905
B6B,49.278762,-123.10764
B6C,49.281345,-123.119869
B6E,49.2881425,-123.12272999999999
B6G,44.669942,-63.562968
B6H,49.260907,-123.129038
B6J,49.255683,-123.142009
